CollectorID,CollectorName,CollectorOrganisation,CollectorRole,CollectorHistory,OldCollectorID,OldCollectionID
301,Armstrong Family of Lisgoole,,,"The Armstrong’s were a military and landed family living in the Lisgoole area of Co. Fermanagh during the 18th and 19th centuries. Prominent family members included Colonel James Armstrong (d. 1812) who served as ADC to Lord Wellesley during the Indian campaign (1803-5), military agent in Spain (1809 and 1810) and ADC to the Duke of York; Major Thomas Armstrong who also served in India (c. 1825-6); and James Wells Armstrong, who fought in the Crimea. Family land and property was held at Lisgoole (sold in the 1820s), Enniskillen (sold 1830), Gortall, near Enniskillen.",344,647
186,Best Family,,,"The Du Bordieu (or Dubourdieu) Best family are of Hugenot descent, the Du Bordieus having settled in Ireland sometime in the early part of the 17th century. Although no documentary evidence exists to establish the exact date, or the means by which they left France, the family tradition is that the Rev. Jean Armand Du Bordieu was, in his infancy, smuggled from France into England. As an adult, he came to Ireland about 1690 and was chaplain to Field Marshal Schomberg when the latter lost his life at the Battle of the Boyne. His son, Rev. John Du Bordieu, came to live in Ireland and his family claim him to be the progenitor of the Du Bordieu Bests in this country. A descendant of his, also called Rev. John Du Bordieu, was rector and vicar of Drumgorland and Drumballyroney, Co. Down from 1821 until his death in 1839. However, he is best remembered as an author of some distinction having written the 'Statistical Survey of the County Down' in 1802 and the 'Statistical Survey of the County Armagh' in 1812. Saumare,Z the eldest son of Reverend John, was born in Lisburn in December 1780 and was the British commander in 1802 when Martinique in the French West Indies was captured from the French. Over time, the family gradually dropped the ""Du Bordieu"" part of their name, reverting for whatever reason – probably marriage - to Best.  They became substantial tenant farmers in the parish of Aghagallon, Co. Antrim, under the Marquess of Hertford, under whom they purchased the leases of a number of smaller tenants during the 19th century before securing the estate of ‘The Cairn’ in Aghalee, Co. Armagh under the Land Purchase Act of 1885. In the twentieth century , the family seat was occupied by Robert Dubourdieu Best who led an active life in the field of agriculture and as treasurer of Aghalee parish Church for fifty years. Upon his death in the early 1970s, ownership passed to his son, William, who, in the tradition of his great-uncles, served in the British army and was decorated by  King George VI for bravery in the Second World War. Today, the family tradition is still alive and the manor-house is occupied by William's son, Robert.",225,453
303,Brownlow Family,,,"Under the Plantation of Ulster, John Brownlow from Nottingham and his son William were granted property by James I in 1610 in ONeilland, Co. Armagh. The family prospered, later acquiring the manor of Richmount, Co. Armagh, and the Coolderry Estate near Carrickmacross, Co. Monaghan. Charles Brownlow was raised to the peerage in 1839 as Lord Lurgan for services to the Whig party. He built Brownlow House in 1833, which in 1904 was purchased by the Lurgan Loyal Orange District Lodge and is also the Commonwealth headquarters of the Imperial Black Chapter. Family financial concerns, and the coming of Land Purchase, forced the Brownlows to sell most of their estates in Co. Armagh in 1893 and this part of the family moved to London. The Monaghan estate also was sold at Land Purchase.\n\nSee also: <a href=""http://proni.nics.gov.uk/records/private/brownlow.htm"" target=""new_window"">http://proni.nics.gov.uk/records/private/brownlow.htm</a>",346,649
381,"Bruce Family, Earls of Bristol",,,"Frederick Augustus Hervey, 4th Earl of Bristol, entered the Church and, through the influence of his eldest brother, the 2nd Earl, then Lord Lieutenant of Ireland, obtained first the Bishopric of Cloyne and subsequently (in 1768 when he was only 38 years old) that of Derry. He built Downhill (commenced 1775) and Ballyscullion (commenced 1787, dismantled 1813, the portico surviving as the facade of St George's Church, High St, Belfast), the prototype for Ickworth House in Suffolk, his family seat. His passion for travelling and for collecting works of art led to more and more prolonged absences from Ireland, and he soon became a well-known figure bowling along the roads of Germany and Italy in his great coach, causing Hotels Bristol to be called after him in towns all over the Continent. Downhill was bequeathed after his death to his cousin, the Rev Henry Hervey Aston Bruce, and was lived in by the family until 1922. It was sold in 1946 and unroofed in 1950. Downhill was acquired by the National Trust in 1980; it is a ruin. However, the Mussenden Temple remains intact, built in 1783-5 by Shanahan on the model of the circular Temple of Vesta at Tivoli in honour of Frideswide Bruce, sister of the Rev Henry and wife of Daniel Mussenden. At the start of the 21st century the 8th Marquess of Bristol lives in Monaco.",426,720
87,Charities Branch,,Government Department,No information available,126,484
363,"Cole Family, Viscounts Enniskillen",,,"The Cole family has been in the Enniskillen area since William Cole arrived in Ireland from Devon in 1601. He was one of the principal promotors of the Plantation in Co. Fermanagh. The family flourished, built the town of Enniskillen and, over the years, the house at Florence Court. The Coles served as MPs, and in the military. Florence Court was given to the National Trust in 1954 and Lord and Lady Enniskillen continued to live there until 1973 when they left for Scotland. In 1974 Lord Enniskillen transferred almost all the Florence Court land to the Dept of Agriculture for a forest park. Andrew Cole, 7th Earl of Enniskillen, lives in Kenya at the start of the 21st century.",408,702
422,Cork County Library and Arts Service,,Public Library Service,"Cork County Council has 28 branches and six mobile libraries throughout the county. This library service provides the community with a comprehensive range of material for information, study and recreation. Ultimately user friendly, it is there to inform, entertain and educate.\n\nThe first Cork County Librarian was Michael O' Donovan, better known as Frank O' Connor, famous short story writer and novelist (2001 was the 75th anniversary of his appointment). The 20 small centres that O' Donovan had established in schools and villages around County Cork by May 1926 have expanded in the intervening years to a network of 28 branch libraries (of which fifteen are full-time, that is open for over 32 hours per week) and six mobile libraries. \n",467,759
360,"de Ros family, Strangford, Co. Down.",,,"In 1806 when Lady Charlotte Fitzgerald was successful in calling the title of 'de Roos' (the spelling of the name was altered to 'de Ros' in 1838) out of abeyance in her favour, she became 'suo jure' 21st Baroness and added the surname 'de Ros' on to that of Fitzgerald. The de Roos family has a distinguished lineage dating back to 1264 when the barony was created by writ of summons of Henry III. Robert de Roos, 1st Baron Roos of Helmsley or Hamlake, Yorkshire, then acquired Belvoir through his wife, Isabel, daughter and heiress of William d'Albini of Belvoir. Few peerages have passed through so many heirs female as this one. As a consequence, it had been enjoyed by the Manners, Cecil and Villiers families prior to the Fitzgeralds' succession to the title. It was to fall into abeyance once more in 1939 on the death of Mary Frances, 25th Baroness de Ros, but was again successfully called out of abeyance in 1943 in favour of her eldest daughter, Una Mary, and in 1958 in favour of the latter's granddaughter, Georgiana Angela Maxwell, 27th Baroness de Ros. The present and 28th Baron de Ros is Peter Trevor Maxwell.",404,699
93,Derry Central Library,,Public Library Service,"Brooke Park Library opened in the early 1900s and remained the main library in the city until June 1973 when it was burnt down.  A large percentage of the significant and valuable collection of local history material was lost in the fire.  By this time the Library was run by the City's Corporation and continued to operate from temporary premises.  In September 1973 the WELB took over Brooke Park Library and the Bishop Street Library.  In 1978 Brooke Park Library closed and the Central Library opened in Asylum Road.  All Local History stock which had been saved fromn the fire was eventually moved to the Central Library.  Central Library moved again in 1986 to a renovated church in Great James Street and finally to its current purpose built building in June 1990.  The Library Service in the Western Board's area operates via 16 branch libraries, 9 public and three specialist mobile libraries. The library also services 106 centres, including  hospitals, community homes, as well as 270 schools.  All service points offer a wide range of book and non-book materials, to suit all tastes, and for all ages of readers, for adults and children alike.   Library staff have extensive links with the wider community.",132,521
433,Dublin City Public Libraries,,Public Library,"Dublin City Public Libraries has a significant music collection with most branches providing a range of music recordings and music literature. The main body of the collection is centrally located in the Music Library, Ilac Centre.\n\nIts services include: block loans to musical societies, institutions and colleges; scores and miniature scores; sheet music for various instruments; libretti and sacred music; ensemble music with parts; broad range of music magazines and academic periodicals; over 60 reference titles including The New Grove Dictionary of Music and Musicians; recitals, talks and seminars; items available for loan include CDs, DVDs, videos, Blu-ray discs, CD-Roms and books; learn an instrument through the First Notes Collection; keyboard self-learning facility; headphones available for listening to CDs and other recordings in the library. Most music genres are held: Traditional Irish, Popular, Easy Listening, Country, Jazz, World, Sacred, and Classical.\nThere is a short tour of the Music Library on the 1st Wednesday of every month at 1.45pm.",478,770
310,Dufferin Family,,,"The Blackwoods, of Scottish settler stock, had established themselves in Co. Down by the early 17th century; by the late 18th century they were prominent landowners with properties in Killyleagh, Ballyleidy (Clandeboye), Ballyholme and Ballywalter. As Barons Dufferin they entered the peerage after the Act of Union. The most distinguished member of the family was Frederick Temple Hamilton-Temple Blackwood, 5th Baron Dufferin and 1st Marquess of Dufferin and Ava, a statesman of international standing, world traveller, sailor and author whose mother, Helen, was the granddaughter of Richard Brinsley Sheridan. At the beginning of the 21st century, the Marchioness of Dufferin and Ava resides at Clandeboye, Bangor, Co. Down",353,655
165,Enniskillen Public Library,,Public Library service.,"It was under the auspices of the Carnegie Trust that Fermanagh's first County Library movement was set up in late 1924 and early 1925. In 1932 a purpose-built Carnegie Library was opened in Fermanagh.  The Western Education & Library  Board assumed responsibility for Fermanagh County Library Service in 1973 and it is now known as Enniskillen Public Library.  The Library Service in the Western Board's area operates via 16 branch libraries, 9 public and three specialist mobile libraries. The library also services 106 centres, including  hospitals, community homes, as well as 270 schools.  All service points offer a wide range of book and non-book materials, to suit all tastes, and for all ages of readers, for adults and children alike.   Library staff have extensive links with the wider community.",204,522
386,"Fitzgerald Family, Earls of Kildare",,,"The Fitzgeralds, Earls of Kildare and Dukes of Leinster date to at least the 12th century in Co. Kildare.",431,725
218,Galt family,,,No details available,257,461
388,"Gore-Booth Family of Lissadell, Co. Sligo",,,"The Gore-Booths descend from an Elizabethan soldier of fortune; Booth was annexed to the name in 1804. The family played a part in sponsoring assisted emigration from Ireland, the formation of the Co-operative Movement, improvements in agriculture and horticulture etc. The family seat, Lissadell, Co. Sligo, was built by Sir Robert Gore-Booth, 4th Bt, in 1830-35; it is still in family ownership at the start of the 21st century, and is open to the public.",433,727
379,Graham Family,,,"The Graham family originated in Scotland and settled in Ulster, probably at Lisnastrain, outside Lisburn, some time in the 17th century. By the early 18th century the family was well established in Lisburn, and by the turn of the century they owned considerable property at Lisnastrain, and at Bow Street, Market Square and Graham Gardens, Lisburn, as well as head rents in Belfast. The Belfast head rents were possibly acquired through inter-marriage with the Joy and Tomb families, Colonel James Graham having married Louisa Maria Joy in 1865. The Grahams were one of a group of Lisburn families with a tradition of Indian service; at the time of the Indian Mutiny (1857-58) the family had five members in the East India Company's army.",424,718
380,Hart Family,,,"The Hart family have been in the Donegal/Londonderry area since Capt. Henry Hart was granted Culmore near Londonderry in 1607. Later generations of the family from the 19th century onwards were engaged in careers in the military and politics, including, in particular, General George Vaughan Hart of Kilderry, near Muff, Co. Donegal (d. 1832) who saw service in America, the West Indies, and India (three times) where at one stage he was paymaster of troops at a time of significant adjustment between the Crown and the East India Company, finally holding successive commands in the Northern District of Ireland, and was MP for Co. Donegal, 1812-32. This George Hart was succeeded by his fourth son, George Vaughan Hart Junior (d. 1895), who inherited the family property in 1850. Lands subsequently passed to Colonel John George Vaughan Hart (1879-1946), a grandson of George Vaughan Hart Junior, in 1919. He served in the army in West Africa and was responsible for selling the family estate at Kilderry in 1944 after a disagreement with the Irish government.",425,719
382,"Hill Family of Brook Hall, Londonderry",,,"The Hills descend from Samuel Hill, Cromwell's Treasurer for Ireland, and prospered through judicious marriages. Sir George Fitzgerald Hill, 2nd Bt (1763-1839) was particularly prominent in local life. He held numerous official positions serving as MP for Coleraine, 1791-1795, Recorder of Londonderry from 1791, MP for Londonderry City (in succession to his father), 1795-1801 and 1802-1830, and for Co. Londonderry, 1801-1802, captain-commandant of the Londonderry Yeoman Legion from 1796, major and lieutenant-colonel of the Co. Londonderry Militia, 1797-1822, and briefly and contentiously, its colonel, 1822-1823. For the short period 1798-1801, Hill held the lucrative sinecure of Clerk of the Irish Parliament and received a pension of œ2,265 in the latter year in compensation for its abolition. His most important offices were Lordship of the Irish Treasury from 1807-1817, and the Vice-Treasurership for Ireland, 1817-1830.",427,721
225,Johnston family,,," Ballykilbeg House, Downpatrick, Co. Down.",264,468
383,Ker Family,,,"The family is descended from David Ker, a merchant of Ballymena, Co. Antrim, who had taken a lease of the first fall on Sir Robert Adair's mill-race at Ballymena, c.1710. He married Jean Boyd of Clontfinnan near Clough, Co. Antrim, and had a family of eleven children of whom three were prominent merchants: William in Ballymena, Hugh in Dublin, and David in London. David Ker settled in London and traded at Cateaton Street, first as Ker & Elmes, then after 1755 as Ker, Elmes & Priest, and later after 1758 as David Ker & Co. In 1765 he purchased the Portavoe estate near Groomsport, in the Ards. He died in 1770 and was succeeded by his son, David, during whose lifetime the firm traded as Ker, Pope & Dyson and later as Ker, Brookland & Priest. In 1785 he purchased the Clough and Magheraknock estates in Co. Down from Arthur Annesley and in 1800 that of Montalto at Ballynahinch, Co. Down, from the 2nd Earl of Moira. In 1796 David was successfully returned to the Irish House of Commons representing Blessington, Co. Wicklow, then controlled by Lord Downshire. His brother, Richard Gervais Ker, High Sheriff of Co. Antrim in 1791, bought the Red Hall estate at Ballycarry, Co. Antrim, in 1780 from Sir Archibald Edmonstone. David Ker died in 1811, and was succeeded by his son David, who married, in 1814, the daughter of the 1st Marquess of Londonderry and in 1834 bought the Southwell estate at Downpatrick, Co. Down, from the representatives of Lord de Clifford.",428,722
384,"King-Harman Family, Earls of Kingston",,,"See The Kings of King House: the story of the descendants of Sir John King of Boyle and their estates at Mitchelstown, Rockingham and Newcastle, Anthony Lawrence King-Harman (Bedford: the author, c/o Lloyd's Bank, c.1996)",429,723
387,"Lenox-Conyngham Family of Springhill, Co. Londonderry",,,"The Conyngham family from Ayrshire arrived after the Plantation and by 1641 owned properties in Derry, Armagh and Tyrone. Springhill, the family seat, was built c. 1680. The family prospered; many were eminent military men serving in a number of arenas, and held public office. Springhill was acquired by the National Trust in 1957, shortly before the death of William Lenox-Conyngham, HML for Co. Londonderry.",432,726
308,Londonderry Family,,,"These papers were accumulated by Robert Stewart (1769-1822), Viscount Castlereagh and 2nd Marquess of Londonderry and maintained by his successors in the Londonderry Family, who now reside at Mountstewart, Co. Down. Viscount Castlereagh was son of Robert Stewart, 1st Marquis of Londonderry and MP for Co. Down in the Irish Parliament and Sarah Frances, daughter of the 1st Marquis of Hertford, was born in Dublin and educated at Armagh and Cambridge. A politician and leading British statesman, his major achievements date from 1812 when as Foreign Secretary he masterminded Britain's policy of diplomacy during the latter part of the Napoleonic Wars. He died by his own hand in 1822.\n\nSee also: <a href=""http://proni.nics.gov.uk/records/private/castlere.htm"" target=""new_window"">http://proni.nics.gov.uk/records/private/castlere.htm</a>",351,653
237,Martin and Brett ,,Solicitor's Firm,"Local solicitors' firm located in Mill Street, Monaghan. Have in the past acted for many major landed families in Co. Monaghan area.  The firm have deposited many records from their non-current files to the Public Record Office of Northern Ireland over the years.",276,474
396,"McClintock Family of Red Hall, Ballycarry, Co. Antrim",,,"The McClintock family of Red Hall, Ballycarry, Co. Antrim are a descendant branch of the McClintock family of Drumcar, Co. Louth, later Lords Rathdonnell. This branch of the family can be traced from the diarist, Henry McClintock (fl. 1805-1843) who served as cornet in the 3rd Prince of Wales's Regiment of Dragoon Guards and subsequently as Port Surveyor of Customs in Dundalk. He was a younger son of minor landowner, John McClintock of Drumcar (1743-1799). Henry’s own son was the British arctic explorer Admiral Sir Francis Leopold McClintock (1819-1907). In 1870, Sir Francis married Annette Dunlop, daughter of R.F. Dunlop of Monasterboice House and Anna, Viscountess Massereene. Their son, Vice Admiral John William Leopold McClintock (1873-1947) also went on to distinguish himself in naval affairs taking a commanding role in World War One on HMS Lord Nelson at Gallipoli, 1915-16, and on HMS King George in the Grand Fleet from 1917-18. He was afterwards President of the Royal Navy College at Greenwich. He married the Hon. Rose Anne Mary O’Neill, second daughter of Rev. William Chichester (d. 1883), first Lord O’Neill. In 1927, he purchased the house of Red Hall where his son, John McClintock still resides.\n\nSource:\n<a href=""http://www.lisnavagh.com/"" target=""new_window""> http://www.lisnavagh.com/</a>; \n\n<a href=""http://www.ulsternet-ni.co.uk/larnwk49/LARPAGES/LNEWS2.htm"" target=""new_window"">http://www.ulsternet-ni.co.uk/larnwk49/LARPAGES/LNEWS2.htm</a>",441,734
319,Montgomery Family,,,"The Montgomerys have been in Tyrone since the middle of the seventeenth century. One renowned member of the family was Hugh de Fellenberg Montgomery (1844-1924), who, from his surviving papers, seems to have been a remarkable man. His mother was Swiss (and daughter of Philip Emmanuel de Fellenberg, an eminent educationalist) and his continental connections appear to have been a consistent influence on him, giving him a cosmopolitan outlook quite unlike the conventional character of a nineteenth-century landlord. He was educated at Christ Church College, Oxford and enjoyed a political career of sorts, involving himself in local government on behalf of his tenants in Tyrone and nationally owing to his involvement in the Liberal Unionist Association, the Irish Landowners’ Convention and Horace Plunkett’s Co-operative movement. He later went on to become a Senator in the Northern Ireland Parliament from 1922 until his death in 1924. He was married to the youngest daughter of the Rev. John Charles Maude, rector of Enniskillen and was responsible for the building of Blesingbourne House in 1874, the Montgomery Family home, which is today, at the start of the 21st Century, now a guesthouse. Montgomery’s eldest son, Major-General Hugh Maude de Fellenberg Montgomery, also entered the political life of Northern Ireland and was, among other things,  founder of the Irish Association for Cultural, Economic and Social Relations in 1938.",362,664
393,"Murray Family of Broughton (Kircudbright, Scotland)",,,"The history of the Murray Family of Broughton (Kircudbright, Scotland) in Ireland can be traced from 1610 when they obtained a Plantation grant of lands in south-west Donegal. Originally holding land in parcels around Donegal town, Ardara, Killybegs and Mount Charles, by the late 18th century they had extended the family's Irish estate to include in excess of 40,000 statute acres in the Donegal area in addition to the estates they already held in south-west Scotland which the family still retain today.",438,731
394,"Mussenden family of Larchfield, Annahilt, Co. Down",,,"Daniel Mussenden, 18th century civic dignitary, successful merchant of Belfast and partner in Belfast's first bank, moved to a country estate, Larchfield, Annahilt, in 1757. His son William, who took over the family business, and his son Daniel appear to have lived in Dublin on and off in the 1760s and 1770s while continuing to trade out of Belfast.",439,732
30,Northern Ireland Hospitals Authority,,,"The Authority was established on creation of the National Health Service in 1948 , charged with responsibility for hospital services \nand replacing the previously independently administered voluntary hospitals.Its remit included hospitals planning building and administration. The Authority ceased to exist when local authority reorganisation integrated hospital, health and social services under common administrative arrangements.",50,55
286,Northern Ireland Life & Times Survey,,Academic Research Unit,"Northern Ireland Life & Times Survey is a joint project between Queen's University Belfast and University of Ulster.  This annual survey began in 1998, and has its roots in the Northern Ireland Social Attitudes Survey which ran from 1989 to 1996.  Life & Times is a constitutent part of ARK - Northern Ireland Social and Political Archive.  Technical information, tables of results, publications and data to downloand are freely available on the website at <a href=""http:// www.ark.ac.uk/nilt"" target=""new_window""> www.ark.ac.uk/nilt</a>.",328,633
395,"Nugent Family of Farren Connell, Co. Cavan",,,"The Nugent family is a cadet branch of the Nugents, Lords Delvin, afterwards Earls of Westmeath, resident at Farren Connell since the end of the 17th century. Richard Nugent, 12th Baron of Delvin, was Lord Deputy of Ireland in 1528. The Earldom of Westmeath was created in 1621, with Richard Nugent, 15th Baron of Delvin, being first holder of the title. The most famous member of the Nugent Family was Major General Sir Oliver Nugent (1860-1926), Commander-in-Chief of the 36th Ulster Division during World War One.",440,733
309,O'Hara Family,,,"In 1752 the Cooper family of Lisbrislane/Tansyfort/Coopershill, Co. Sligo, a minor gentry family,acquired through marriage a third share in the Fermanagh and Tyrone estates of the late Guy Carleton of Rossfad, Co. Fermanagh. With this exception, their estates were situated in Counties Sligo and Leitrim. The Cooper family was subsumed by marriage into the O'Hara family of Annaghmore, Collooney, Co. Sligo in 1860 and the O'Hara name was assumed.",352,654
164,Omagh Library,,Public Library Service,"Tyrone County Library was founded in 1928.  The Western Education & Library  Board assumed responsibility for it in 1973 and it is now known as Omagh  Public Library.  The Library Service in the Western Board's area operates via 16 branch libraries, 9 public and three specialist mobile libraries. The library also services 106 centres, including  hospitals, community homes, as well as 270 schools.  All service points offer a wide range of book and non-book materials, to suit all tastes, and for all ages of readers, for adults and children alike.   Library staff have extensive links with the wider community.",203,525
287,Online Research Bank,,Academic Research Unit,"ORB was established in 2000 under the auspices of ARK (Northern Ireland Social and Political Archive) and is a joint initiative between Queen's University Belfast and the University of Ulster. The aim of ORB is to provide summary information on key topics of interest in the Social Policy field in Northern Ireland. ORB concentrates on material that is research based, carried out by government, the voluntary sector or academia and focused on Northern Ireland.",329,634
238,Pack-Beresford family,,,"Descendants of Lord John George de la Poer Beresford (1773-1862), Church of Ireland Archbishop of Armagh and Primate of All Ireland, 1822-1862. Beresford was a younger son of George de la Poer, second Earl and first Marquis of Waterford. He was born at Tyrone House, Dublin, and educated at Eton and Christ Church, Oxford where he graduated with B.A., April 1793, M.A., March 1796, and D.D., by diploma, 11 March 1805, in view of his consecration, 24 March, to the bishopric of Cork., ten years after he had been ordained as a deacon. He was translated to the see of Raphoe in August, 1807, and to that of Clogher in September, 1819. In April, 1820, he was created archbishop of Dublin and in the following month was appointed a privy councillor in Ireland. Finally, he was translated to the archbishopric of Armagh and the primacy of all Ireland on 17 June, 1822. In 1829, the Primate succeeded Lord Manners as Vice-Chancellor of the University of Dublin, and continued in that office until his election to the Chancellorship left vacant by the death of the King of Hanover on 19 November, 1851.  The Pack-Beresford Family are residents of Millisle, Co. Down.",277,615
250,Southwell Charity Trustees,,,"Southwell Charity The Southwell or Bluecoat School was founded in 1733  by the Rt. Hon. Edward Southwell MP (1705-55).  It was known at that time as the Southwell Charity or Almshouses and was designed by Southwell to support six old men and six old women and to educate and advance twelve poor girls and twelve poor boys who were to be brought up in the Church of Ireland religion and to be apprenticed to Protestant Masters and Mistresses of the Church of Ireland. Eight orphan boys and eight orphan girls were also to be lodged in the building and totally maintained and instructed. Adjoining the charity were residences for a schoolmaster and a schoolmistress and they, as well as the inmates of the almshouses, had a small garden each.  The financing of the charity was no trouble during the life of Southwell as the annual sum of £237 was designated for its maintenance. However, he stated in his will that any sum over £237 should belong to the owner of the Downpatrick estate, so that even as the cost of living went up year by year no more than £237 could go to the charity after his death. When he died in 1755, he left a lengthy list of rules for the way the school was to be run and how the foundation money was to be spent. Southwell's son, the 21st Baron de Clifford assumed responsibility for the school until he died childless in 1833 after which it eventually became the property of the 1st Baron Dunleath; and it has remained and still belongs to the Dunleath family.   The school has encountered mixed fortunes throughout its history. The financial restraints incurred because of Southwell's will, for example, prevented the school from being converted from primary to secondary status in the nineteenth century and when the school passed to John Mulholland, later 1st Baron Dunleath, he was forced to close the girls' school down. Towards the end of the century, the Commissioners of  Educational Endowments drafted a scheme in 1890 for the future management of the school which resulted in the Southwell school being merged with the Parochial School (founded in 1863). After Partition, the school came under the jurisdiction of the Ministry of Education in Northern Ireland and in 1928 it had 193 pupils on its roll with a total of five teaching staff, three female and two male. In 1954, it was transferred to the Down County Education Committee and was closed down in 1959 when the pupils were moved according to their age to the recently opened Downpatrick Secondary Intermediate School (established in 1956) and Downpatrick Primary School (1959). The buildings still exist at the top of English Street, Downpatrick and the almshouses are still inhabited.  At the beginning of the 21st century the Charity is administered by the Southwell Charity Governors, five in number.",289,610
398,"Stewart Family (formerly of Tyrcallen, Co. Donegal)",,,"The Stewart Family, formerly of Tyrcallen, Co. Donegal, trace their ancestry from Henry Stewart (1743-1840), a younger brother of James Stewart (1741-1821) of Killymoon Castle, Cookstown, Co. Tyrone. Born in 1743, Henry was educated at Trinity College Dublin receiving a BA in 1768 and was admitted to both the English and Irish Bars (1773).  He was also sometime MP for Longford Borough, but is best remembered as a professional Land Agent working in partnership with Graves Chamney Swan as Stewart & Swan, firstly in Clare Street and then at 6 Leinster Street, Dublin. In 1793, he married Elizabeth Packenham/Pakenham, daughter of Edward Michael Pakenham, 2nd Lord Longford, and sister of Catherine, Duchess of Wellington. With the assistance of George Whitelocke of Wokingham, Berkshire, Henry purchased the Tyrcallen estate from Rev. Oliver McCausland in 1789; where his family remained until it was sold c. 1845-49 following his death in 1840. The family papers were passed down through successive generations of the family until their deposition at PRONI in 1978 by Gerard Pakenham Stewart of New Zealand, who carried out much research into the family’s history. Mr Stewart died in 1998. \n\nSources:\n<a href=""http://www.maitland.anthony.net/stewart1.htm"" target=""new_window"">http://www.maitland.anthony.net/stewart1.htm</a>;\n\n<a href=""http://proni.nics.gov.uk/records/private/stew_tyr.htm"" target=""new_window"">http://proni.nics.gov.uk/records/private/stew_tyr.htm</a>.",443,736
355,"Stuart/Stewart Family, Earls Castle Stewart",,,"The Stuart/Stewart Family, Earls Castle Stewart, Co. Tyrone, trace their family lineage to Andrew Stuart of Eary (Irry or Try), who was created Baron of Castle Stewart in 1619 under James I. The family seat remained based in Eary, near Stewartstown, Co. Tyrone until the 20th Century and was re-christened as Stuart Hall during the early 18th Century. The present Earl Castle Stewart now resides in Somerset.",399,694
325,Tighe family,,,"Resident in Fareham, Portsmouth, Hants and descendents of the Tighe Family of Woodstock, Inistiogue, Co. Kilkenny, and of Rossana, Ashford, Co. Wicklow, an important landowning family of 18th and 19th Century Ireland. They were prominent in the parliamentary, social and religious history of the Kilkenny and Wicklow areas during this time. The earliest Tighe can be traced back to the mid 17th Century. He arrived in Ireland from Market Deeping in England and became sheriff of Dublin in 1649, MP in 1656 and three times mayor, establishing a family precedent as the first in a long line of sheriffs, D.L.'s and MP's. One of these, Henry Tighe (d. 1836), MP for Inistioge, was the husband of Mary Tighe (1772-1810), a poetess whose work went into 6 editions. The principal family seat was located at Woodstock in Co. Kilkenny in which they remained until the first World War when it was then vacated. The house was occupied in 1920 by the Black and Tans and later burnt as they left in 1922.\n\nSources: <a href=""http://www.montaguemillennium.com/research/irish_montagues.htm"" target=""new_window""> http://www.montaguemillennium.com/research/irish_montagues.htm</a>;  <a href=""http://www.pgil-eirdata.org/html/pgil_datasets/authors/t/Tighe,M/life.htm"" target=""new_window"">http://www.pgil-eirdata.org/html/pgil_datasets/authors/t/Tighe,M/life.htm</a>.",368,670
326,Tipping Family,,,"Tipping Family of Bellurgan Park, Ballymascanlan, Co. Louth. The first known record of the family in the area is of a grant by Charles II in 1666 to Thomas Tipping of certain lands in Westmeath and Down. Thomas Tipping called of Castletown bought Bellurgan and other lands in 1723. Edward Tipping inherited the estate in 1847 at a time of financial difficulty.",369,671
255,Tully,,Private Collector,No information available.,294,624
419,University of Ulster,,University Library,http://www.ulster.ac.uk/campus/magee/,464,756
1,Unknown,,,Unknown private source,10,1
389,"Vane-Tempest-Stewart Family, Marquesses of Londonderry",,,"The Stewart family of Stewart's Court and Ballylawn, near Moville in Co. Donegal, were settled there by the early 17th century. In 1744 Alexander Stewart employed a portion of his wife's legacy from her brother, Sir Robert Cowan, to purchase the manors of Newtown and Comber, Co. Down; she had also inherited a small estate in Co. Londonderry and some property in Londonderry City. Their son, Robert, 1st Marquess of Londonderry, expanded the properties and enlarged Mount Stewart 1803-5. The 3rd Marquess had a successful miltiary and political career, married the heiress to the Vane-Tempest Co. Durham estates and collieries and built a thriving seaport at Seaham. His brother, Lord Castlereagh, was Secretary of State and a very astute statesman. Mount Stewart was acquired by the National Trust in 1955; at the start of the 21st century a descendant, Lady Mairi Bury, lives there.",434,728
163,W.H. Kane & Co.,,,"The firm was founded by Kane Bros of Ballymena in 1896 and managed by William Hugh Kane to whom the company was passed c. 1900. It operated from three local sites: Larne Foundry, Ballylornan Foundry (or Inver Engineering Works) and Rock Works. During World War I the firm serviced minesweepers and steam trawlers. A boom period after the war was followed by a depression and subsequent revival by 1935. During World War II naval patrol craft were serviced. Subsequently strong links were forged with business interests all over Ulster, in Ireland and England: castings for farm and textile machinery were produced, and quarry plant. An upturn in business was created by the arrival in Larne of Associated Electrical Industries Ltd (later GEC). The foundry closed in 1981 and until the firm's takeover and closure in 1986 by Larne Paper Mill it operated as a general engineering servicing company.",202,469
400,"Weir Family of Stewartstown, Co. Tyrone",,,"William Weir (1735-1792) and his wife, Sarah (1742-?), had fourteen children, six of whom died in infancy. The family had a strong background in the linen trade benefiting from the boom in the sales of Ulster linen during late 18th and 19th centuries. Family connections extended to Philadelphia, New York and Alabama in North America. It is probably that the family were Presbyterian in religion.",445,738
