OwnerID,OwnerName,OwnerOrganisation,OwnerRole,OwnerTelephone,OwnerFax,OwnerEmail,OwnerHistory,OldCollectionID,OldOwnerID
341,Mulvey Family,,,,,,"Descendants of Anthony J. Mulvey (1882-1957), Nationalist MP for Fermanagh-Tyrone, 1935-50 and Mid-Tyrone, 1950-51. Anthony Mulvey was born in 1882, the son of Gerald Mulvey of Ballinaglera, Co. Leitrim. He married Kathleen Tiernan of Ballinamore in 1921 and they had three sons and one daughter. His early career was in the field of journalism and he was for a number of years editor of the Ulster Herald. Politically, Mulvey was nationalist and anti-partitionist and throughout his career he remained a staunch supporter of attendance at Parliament. This was against the background of his Fermanagh-Tyrone constituency which was a paradigm of the fierce contest being fought between the two nationalist tactics of abstention and attendance. Patrick Cunningham, who never spoke in Parliament , and Mulvey were the only Nationalist M.P.'s elected to Westminster as joint members for Fermanagh-Tyrone when it was a two-member constituency and therefore had the task of representing the entire Nationalist community in Northern Ireland. Mulvey, under the direction of his Nationalist colleagues, would raise questions, speak in Parliament or obtain information and material which was inaccessible to M.P.'s at the Stormont Parliament. After his retirement from politics in 1951, Mulvey lived in Omagh, Co. Tyrone until his death in 1957",666,318
343,Viscount Dunluce,,,,,,"The Viscount Dunluce (b. 1967) of Glenarm Castle, Glenarm, Co. Antrim is the legal descendent of Sir Schomberg Kerr MacDonnell (1861-1915), civil servant and fifth son of the 5th Earl of Antrim. Schomberg was Private Secretary to Robert Cecil, Lord Salisbury, 1888-1902; Secretary of the Office of Works, 1902-12; he served in the Boer War with the City of London Volunteers and in World War I with the 5th Cameron Highlanders during which time he was mortally wounded at Flanders.",668,320
345,Tighe Family,,,,,,"Resident in Fareham, Portsmouth, Hants and descendents of the Tighe Family of Woodstock, Inistiogue, Co. Kilkenny, and of Rossana, Ashford, Co. Wicklow, an important landowning family of 18th and 19th Century Ireland. They were prominent in the parliamentary, social and religious history of the Kilkenny and Wicklow areas during this time. The earliest Tighe can be traced back to the mid 17th Century. He arrived in Ireland from Market Deeping in England and became sheriff of Dublin in 1649, MP in 1656 and three times mayor, establishing a family precedent as the first in a long line of sheriffs, D.L.'s and MP's. One of these, Henry Tighe (d. 1836), MP for Inistioge, was the husband of Mary Tighe (1772-1810), a poetess whose work went into 6 editions. The principal family seat was located at Woodstock in Co. Kilkenny in which they remained until the first World War when it was then vacated. The house was occupied in 1920 by the Black and Tans and later burnt as they left in 1922.\n\nSources: <a href=""http://www.montaguemillennium.com/research/irish_montagues.htm"" target=""new_window""> http://www.montaguemillennium.com/research/irish_montagues.htm</a>;  <a href=""http://www.pgil-eirdata.org/html/pgil_datasets/authors/t/Tighe,M/life.htm"" target=""new_window"">http://www.pgil-eirdata.org/html/pgil_datasets/authors/t/Tighe,M/life.htm</a>.",670,322
347,Unknown,,,,,,,672,324
349,Wilkinson Family,,,,,,"Wilkinson Family of Moneyshare, Tobermore, Co. Londonderry, descendants of the leading judge and diplomat, Sir Hiram Shaw Wilkinson (1840-1936). Born in 1840, son of John Wilkinson of Belfast and Annabella Shaw of Waringstown, Co. Down, Sir Hiram Shaw Wilkinson studied law at Queen's College Belfast and was admitted to the Bar in 1872. Having entered the Consular service in Japan as a student interpreter in 1864, he became Vice-Consul in 1877 and was appointed Acting Assistant Judge at Shanghai in 1879 and Crown Advocate in 1881. He became British Commissioner for the settlement of claims after the Canton riots in 1883 and was appointed Judge of HM Court for Japan, 1897-1900, and then Chief Justice of HM Supreme Court for China and Korea, 1900-1905. His successful career abroad was recognised at home when he was knighted in 1903 and appointed Pro-Vice Chancellor of the Queen's University of Belfast. Upon retirement, he moved back to his family roots in Moneyshanere, Tobermore, Co. Londonderry, and became Deputy Lieutenant for that county in 1921. He died on 27 September, 1936.",674,326
351,EHS: Built Heritage,,,+44 (0)28 9054 3004/6,+44 (0)28 9054 3111,mbr@doeni.gov.uk,"EHS: Built Heritage forms an integral part of the Environment and Heritage Service for Northern Ireland, a government agency of the Department of the Environment for Northern Ireland. It aims to identify, record and protect the built, buried and underwater remains of human activity from prehistoric times to the present day. The department originates from the establishment of the Government of Northern Ireland in 1921 when responsibilty for the protection and administration of ancient monuments located in the North of Ireland passed from the Commissioners of Public Works in Dublin who had exercised this right from 1869. This function was assumed as a minor function of the Works division of the Ministry of Finance at Stormont under the Ancient Monuments Act (Northern Ireland) of 1926. A dedicated body, the Ancient Monuments Advisory Committee, becoming the Ancient Monuments Advisory Council in 1937, was then set up to advise the Minister of Finance on relevant matters. In 1948, E.M. Jope was appointed as first Inspector of Ancient Monuments and, in 1950, 2 further inspectors, D.M. Waterman and A.E.P. Collins, were also appointed forming a new branch of the Ministry of Finance. In 1971, the Ancient Monuments Advisory Council was replaced by the Historic Monuments Council with the passing of the Historic Monuments Act of that year. A planning order passed during the following year saw the creation of a separate Historic Buildings Council which was established under the Ministry of Development. In 1976 these two functions were combined with responsibility passing to the Department of the Environment for Northern Ireland under which they have remained.",676,328
370,"Stuart/Stewart Family, Earls Castle Stewart",,,,,,"The Stuart/Stewart Family, Earls Castle Stewart, Co. Tyrone, trace their family lineage to Andrew Stuart of Eary (Irry or Try), who was created Baron of Castle Stewart in 1619 under James I. The family seat remained based in Eary, near Stewartstown, Co. Tyrone until the 20th Century and was re-christened as Stuart Hall during the early 18th Century. The present Earl Castle Stewart now resides in Somerset.",694,348
373,Wesley Historical Society,,,+44 (0)28 9066 5870,,,"The Wesley Historical Society was formed in 1893 “to promote the study of the history and literature of early Methodism.” The Irish Branch of the Society was established in 1926 in Dublin to conserve and study the history of the Methodist Church in Ireland, and to encourage others in the learning of it. Based initially in Dublin until 1934 when the Branch headquarters were transferred to Belfast, the Society was administered by a small committee of 13 ministers and laymen including a Secretary and Treasurer. A President was not appointed until 1942, when the first holder, Francis J. Cole, was selected. In 1967 the Society appointed an honorary Archivist to look after the growing library and archive collection in the person of Mrs Marion Kelly who remained in post until 1995. In addition to providing access to the library, the Society today publishes a Bulletin of papers and queries on Methodist history, arranges visits to places of historic interest and organises occasional lectures.",697,351
374,Harbour Commissioners,,Port Authority,+44 (0)28 9055 4422,+44 (0)28 9055 4411,info@belfast-harbour.co.uk,"The Port of Belfast, first mentioned in 1613 at the incorporation of the borough, was largely controlled by the Chichesters until 1785 when the Corporation for Preserving and Improving the Port and Harbour of Belfast (the Ballast Board) was instituted by Act of Parliament. It comprised 15 members: 3 were honorary and 12 merchants or ship owners selected without period. By a further Act of 1831 the Board was increased to 24: 3 honorary members (Chichesters), the Sovereign of Belfast, MPs for Carrickfergus and Downpatrick and for the counties of Down and Antrim, and the sitting members; 4 were to retire annually. The electoral basis for the Harbour Commissioners was established by the Belfast Harbour Act of 1847 (updated 1883): a restricted franchise mainly based on rateable valuations in the city using plural voting. Commissioners served for 3 years with one-third retiring annually. This electoral process was abolished in 1979 by the Belfast Harbour Acts (Amendment) Order (NI). The Commissioners today oversee the administration of the Belfast Harbour area in particular maintaining control of the allocation and variation of leases.",698,352
377,Drapers' Company,,,+44 (0)20 7588 5001,+44 (0)20 7628 1988,mail@thedrapers.co.uk,"Founded over 600 years ago, the Drapers’ Company was from the first a benevolent institution helping its members who fell into distress. Whilst its earlier involvement in the woollen cloth trade, from which it took its name, has ceased, the Company continues to preserve its heritage and maintain the traditions of friendship and hospitality. The principal role of the Drapers’ Company today is the administration of the many charitable trusts that have been left in its care over the centuries. It acts as trustee for almshouses with some 200 residents and has strong links with a number of schools, supports a miscellany of charitable institutions and annually makes grants for the education and welfare needs of hundreds of people. The Company can be contacted at Drapers' Hall, London, EC2N 2DQ\n\nSource: <a href=""http://www.thedrapers.co.uk/index.html"" target=""new_window"">http://www.thedrapers.co.uk/</a>.",701,355
378,"Cole Family, Viscounts Enniskillen",,,,,,"The Cole family has been in the Enniskillen area since William Cole arrived in Ireland from Devon in 1601. He was one of the principal promotors of the Plantation in Co. Fermanagh. The family flourished, built the town of Enniskillen and, over the years, the house at Florence Court. The Coles served as MPs, and in the military. Florence Court was given to the National Trust in 1954 and Lord and Lady Enniskillen continued to live there until 1973 when they left for Scotland. In 1974 Lord Enniskillen transferred almost all the Florence Court land to the Dept of Agriculture for a forest park. Andrew Cole, 7th Earl of Enniskillen, lives in Kenya at the start of the 21st century.",702,356
384,Stranmillis University College,,Academic Institution,+44 (0)28 9038 1271,+44 (0)28 9066 4423,,"Stranmillis University College is located in Belfast, Northern Ireland. Stranmillis College was founded in 1922 to provide state-funded teacher training in the northern portion of the then recently partitioned island. Until then most teachers in Ulster schools had been trained in Dublin. The new Northern Ireland government decided to open its own college and purchased for the purpose at Stranmillis House.  Today the College is a multi-professional institution, no longer engaged solely in the education of teachers. It offers pre-service and in-service courses, undergraduate and postgraduate, for some 700 full-time students. All College courses lead to a qualification validated and awarded by the Queen's University of Belfast.  In recent years the College has hosted a number of significant curriculum development projects in various subject areas and has published a range of support material for schools. The College has an especially close working relationship with St. Mary's College in Belfast. Joint teaching takes place within a number of subjects which are offered in both Colleges. The College is currently establishing partnerships with similar higher education institutions throughout the European Union and beyond. These will complement existing programmes in Denmark, France, Spain and the USA and offer students the opportunity to study and work in other European countries as part of their undergraduate course.",708,362
392,"Creighton Family, Earls of Erne",,,,,,"In 1613 James and/or Thomas Creighton bought the proportion of Aghalane, near Crom, where he built a castle in 1615. Through marriage and other means of acquisition of land, the freehold of Crom was granted to Abraham Creighton in 1665. The Creightons were created Earls Erne in 1789, from 1842 calling themselves Earls of Erne. They held high public office, were members of Parliament and military men, served and died in the 20th century World Wars. Lieutenant Col. John, 3rd Earl of Erne, 1802-1885, was a keen agriculturist and set up an agricultural museum in Lisnaskea in 1839. By the end of 1850 his model farm complex at Crom was the best equipped in the country, with baths for the pigs. In 1884 it had the first silo in Ireland. He was interested in railways but most of all in yachts and yachting. The yacht club at Crom was the heart of all sailing activities for which Lough Erne was world famous. The large bulk of the Erne estates were sold by the 4th Earl between 1904 and 1909 under the Land Act of 1903. Part of the demesne was sold to the Department of the Environment in 1980; in 1987 the National Trust acquired the rest of the demesne in part as a gift, the castle being retained by Henry George, 6th Earl of Erne, Lord Lieutenant, JP, who resides there at the start of the 21st century.",716,370
393,"Acheson Family, Earls of Gosford",,,,,,"The founder of the Irish branch of the Gosford family was Archibald, eldest son of Capt. Patrick Acheson, a cadet of the family of Acheson of Gosford, East Lothian, and Acheson House, The Canongate, Edinburgh. He was born in Edinburgh, but settled in Ireland, near Markethill, as early as 1610. The family estate extended from here and by 1817 amounted to approx. 8000 acres in the Co. Armagh area, rising to 12,000 by the late 1820s with additional lands (approx. 6500 acres) in Co. Cavan. The Family seat (which Jonathan Swift visited and whose occupants he satirised in verse) was burned down in 1805 and a splendid neo-Norman castle (Gosford Castle), the largest house in Ireland, was built 1819-c.1862 by the 2nd Earl. The 3rd Earl was a bibliophile who collected a vast library which was sold by his son the 4th Earl in 1878 to settle a gambling debt. The remaining contents were sold in 1921 when the family left; the house lay empty until it was requisitioned during World War II; subsequently variously used, and latterly in the hands of the Forestry Commission, proposals from a number of potential purchasers are being considered in May 2002. Since 1958 the demesne has been administered by the Forestry Commission as Gosford Forest Park.",717,371
394,Graham Family,,,,,,"The Graham family originated in Scotland and settled in Ulster, probably at Lisnastrain, outside Lisburn, some time in the 17th century. By the early 18th century the family was well established in Lisburn, and by the turn of the century they owned considerable property at Lisnastrain, and at Bow Street, Market Square and Graham Gardens, Lisburn, as well as head rents in Belfast. The Belfast head rents were possibly acquired through inter-marriage with the Joy and Tomb families, Colonel James Graham having married Louisa Maria Joy in 1865. The Grahams were one of a group of Lisburn families with a tradition of Indian service; at the time of the Indian Mutiny (1857-58) the family had five members in the East India Company's army.",718,372
396,"Bruce Family, Earls of Bristol",,,,,,"Frederick Augustus Hervey, 4th Earl of Bristol, entered the Church and, through the influence of his eldest brother, the 2nd Earl, then Lord Lieutenant of Ireland, obtained first the Bishopric of Cloyne and subsequently (in 1768 when he was only 38 years old) that of Derry. He built Downhill (commenced 1775) and Ballyscullion (commenced 1787, dismantled 1813, the portico surviving as the facade of St George's Church, High St, Belfast), the prototype for Ickworth House in Suffolk, his family seat. His passion for travelling and for collecting works of art led to more and more prolonged absences from Ireland, and he soon became a well-known figure bowling along the roads of Germany and Italy in his great coach, causing Hotels Bristol to be called after him in towns all over the Continent. Downhill was bequeathed after his death to his cousin, the Rev Henry Hervey Aston Bruce, and was lived in by the family until 1922. It was sold in 1946 and unroofed in 1950. Downhill was acquired by the National Trust in 1980; it is a ruin. However, the Mussenden Temple remains intact, built in 1783-5 by Shanahan on the model of the circular Temple of Vesta at Tivoli in honour of Frideswide Bruce, sister of the Rev Henry and wife of Daniel Mussenden. At the start of the 21st century the 8th Marquess of Bristol lives in Monaco.",720,374
399,Ker Family,,,,,,"The family is descended from David Ker, a merchant of Ballymena, Co. Antrim, who had taken a lease of the first fall on Sir Robert Adair's mill-race at Ballymena, c.1710. He married Jean Boyd of Clontfinnan near Clough, Co. Antrim, and had a family of eleven children of whom three were prominent merchants: William in Ballymena, Hugh in Dublin, and David in London. David Ker settled in London and traded at Cateaton Street, first as Ker & Elmes, then after 1755 as Ker, Elmes & Priest, and later after 1758 as David Ker & Co. In 1765 he purchased the Portavoe estate near Groomsport, in the Ards. He died in 1770 and was succeeded by his son, David, during whose lifetime the firm traded as Ker, Pope & Dyson and later as Ker, Brookland & Priest. In 1785 he purchased the Clough and Magheraknock estates in Co. Down from Arthur Annesley and in 1800 that of Montalto at Ballynahinch, Co. Down, from the 2nd Earl of Moira. In 1796 David was successfully returned to the Irish House of Commons representing Blessington, Co. Wicklow, then controlled by Lord Downshire. His brother, Richard Gervais Ker, High Sheriff of Co. Antrim in 1791, bought the Red Hall estate at Ballycarry, Co. Antrim, in 1780 from Sir Archibald Edmonstone. David Ker died in 1811, and was succeeded by his son David, who married, in 1814, the daughter of the 1st Marquess of Londonderry and in 1834 bought the Southwell estate at Downpatrick, Co. Down, from the representatives of Lord de Clifford.",722,377
400,"King-Harman Family, Earls of Kingston",,,,,,"The Kings of King House: the story of the descendants of Sir John King of Boyle and their estates at Mitchelstown, Rockingham and Newcastle, Anthony Lawrence King-Harman (Bedford: the author, c/o Lloyd's Bank, c.1996)",723,378
401,Spender Family,,,,,,"Descendants of Lieutenant-Colonel Sir Wilfrid Spender (1876-1960), Secretary to the Northern Ireland Cabinet and Head of the Northern Ireland Civil Service and his wife, Lady Lillian Spender, nee Dean (1880-?). They had one daughter in 1923.",724,379
403,National Trust,,,,,,,726,381
404,"Gore-Booth Family of Lissadell, Co. Sligo",,,,,,"The Gore-Booths descend from an Elizabethan soldier of fortune; Booth was annexed to the name in 1804. The family played a part in sponsoring assisted emigration from Ireland, the formation of the Co-operative Movement, improvements in agriculture and horticulture etc. The family seat, Lissadell, Co. Sligo, was built by Sir Robert Gore-Booth, 4th Bt, in 1830-35; it is still in family ownership at the start of the 21st century, and is open to the public.",727,382
405,"Vane-Tempest-Stewart Family, Marquesses of Londonderry",,,,,,"The Stewart family of Stewart's Court and Ballylawn, near Moville, in Co. Donegal were settled there by the early 17th century. In 1744 Alexander Stewart employed a portion of his wife's legacy from her brother, Sir Robert Cowan, to purchase the manors of Newtown and Comber, Co. Down; she had also inherited a small estate in Co. Londonderry and some property in Londonderry City. Their son, Robert, 1st Marquess of Londonderry, expanded the properties and enlarged Mount Stewart 1803-5. The 3rd Marquess had a successful miltiary and political career, married the heiress to the Vane-Tempest Co. Durham estates and collieries and built a thriving seaport at Seaham. His brother, Lord Castlereagh, was Secretary of State and a very astute statesman. Mount Stewart was acquired by the National Trust in 1955; at the start of the 21st century a descendant, Lady Mairi Bury, lives there.",728,383
409,H.K. Worsley (decd.),,,,,,"Mr Worsley of Downpatrick, Co. Down, deposited the Mussenden papers in the Public Record Office of Northern Ireland in 1933. Ownership rests with surviving members of his family. No further information about Mr Worsley is currently available.",732,387
411,"McClintock Family of Red Hall, Ballycarry, Co. Antrim",,,,,,"The McClintock family of Red Hall, Ballycarry, Co. Antrim are a descendant branch of the McClintock family of Drumcar, Co. Louth, later Lords Rathdonnell. This branch of the family can be traced from the diarist, Henry McClintock (fl. 1805-1843) who served as cornet in the 3rd Prince of Wales's Regiment of Dragoon Guards and subsequently as Port Surveyor of Customs in Dundalk. He was a younger son of minor landowner, John McClintock of Drumcar (1743-1799). Henry’s own son was the British arctic explorer Admiral Sir Francis Leopold McClintock (1819-1907). In 1870, Sir Francis married Annette Dunlop, daughter of R.F. Dunlop of Monasterboice House and Anna, Viscountess Massereene. Their son, Vice Admiral John William Leopold McClintock (1873-1947) also went on to distinguish himself in naval affairs taking a commanding role in World War One on HMS Lord Nelson at Gallipoli, 1915-16, and on HMS King George in the Grand Fleet from 1917-18. He was afterwards President of the Royal Navy College at Greenwich. He married the Hon. Rose Anne Mary O’Neill, second daughter of Rev. William Chichester (d. 1883), first Lord O’Neill. In 1927, he purchased the house of Red Hall where his son, John McClintock still resides.\n\nSource:\n<a href=""http://www.lisnavagh.com/"" target=""new_window""> http://www.lisnavagh.com/</a>;\n\n<a href=""http://www.ulsternet-ni.co.uk/larnwk49/LARPAGES/LNEWS2.htm"" target=""new_window"">http://www.ulsternet-ni.co.uk/larnwk49/LARPAGES/LNEWS2.htm</a>.",734,389
412,Salters' Company,,,,,,"The Salters' Company, one of the Twelve Great City Livery Companies, has its origins in the City of London of the fourteenth century. Charged with regulating trade and maintaining standards in the important mediaeval salt trade, the Salters' Company received its first royal licence from King Richard II in 1394. Then as now, salt was a vital ingredient in the preservation of food, indeed it was the only way of preserving meat over long winter months. Members of the Company formerly dealt not only in salt but were also 'Dry Salters' and dealt in flax, hemp, logwood, cochineal, potashes and chemical preparations. In 1918 the Salters' Company determined to re-establish its connection with the modern equivalent of its ancient trade by founding the Salters' Institute of Industrial Chemistry, initially to assist young chemistry students returning from the war to complete their studies. It is now the flagship of the Company's charitable activities. Today the Salters' Institute plays a major role in the support of chemistry teaching, the encouragement of young people to pursue careers in the UK chemical and allied industries, and the promotion of chemical education including the whole area of curriculum development. Whilst the Salters' Institute is the principal focus for the Company's charitable work, the Company also administers a number of other small charities including Almshouses at Watford and Maidenhead. In 1994 the Company initiated the Salters' City Foyer Project for the homeless, located in Smithfield in conjunction with Soho Housing Association and Centrepoint. The Salters' Company is located at 4 Fore Street, London, EC2Y 5DE.\n\nSource: <a href=""http://www.salters.co.uk/"" target=""new_window"">http://www.salters.co.uk/</a>.",735,390
413,"Stewart Family (formerly of Tyrcallen, Co. Donegal)",,,,,,"The Stewart Family, formerly of Tyrcallen, Co. Donegal, trace their ancestry from Henry Stewart (1743-1840), a younger brother of James Stewart (1741-1821) of Killymoon Castle, Cookstown, Co. Tyrone. Born in 1743, Henry was educated at Trinity College Dublin receiving a BA in 1768 and was admitted to both the English and Irish Bars (1773).  He was also sometime MP for Longford Borough, but is best remembered as a professional Land Agent working in partnership with Graves Chamney Swan as Stewart & Swan, firstly in Clare Street and then at 6 Leinster Street, Dublin. In 1793, he married Elizabeth Packenham/Pakenham, daughter of Edward Michael Pakenham, 2nd Lord Longford, and sister of Catherine, Duchess of Wellington. With the assistance of George Whitelocke of Wokingham, Berkshire, Henry purchased the Tyrcallen estate from Rev. Oliver McCausland in 1789; where his family remained until it was sold c. 1845-49 following his death in 1840. The family papers were passed down through successive generations of the family until their deposition at PRONI in 1978 by Gerard Pakenham Stewart of New Zealand, who carried out much research into the family’s history. Mr Stewart died in 1998. \n\nSources:\n<a href=""http://www.maitland.anthony.net/stewart1.htm"" target=""new_window"">http://www.maitland.anthony.net/stewart1.htm</a>;\n\n<a href=""http://proni.nics.gov.uk/records/private/stew_tyr.htm"" target=""new_window"">http://proni.nics.gov.uk/records/private/stew_tyr.htm</a>.",736,391
414,Ulster Unionist Council,,,,,,"The Ulster Unionist Council was established in 1905 as a unifying organisation for northern unionism, in particular to represent the various Unionist Clubs that had been set up in response to Gladstone’s Home Rule Bills of 1886 and 1893 and to strengthen unionist resolve against growing demands for Irish Home Rule in the early 1900s. The Council was formally constituted at a meeting in the Ulster Hall, Belfast, on 3rd March 1905 at which the Duke of Abercorn was elected President and Dr. T.H. Gibson elected Secretary. The functions of the Council were defined as uniting the local unionist associations, binding Ulster Unionist MPs and their constituents, contributing to the formulation of parliamentary policy, and expressing the opinions of the broader movement. From this meeting, the Ulster Unionist Council have represented the interests of the Unionist community in Ulster from the Home Rule Crisis of 1912-14 and the setting up of the Northern Ireland State in 1921, through to the recent Troubles, Direct Rule, the Good Friday Agreement and the subsequent establishment of the Northern Ireland Assembly in 1998. It continues to meet and shape opinion today. Its offices are located at 3 Glengall St, Belfast.\n\nSources:\n<a href=""http://www.uup.org/history/index.shtml"" target=""new_window"">http://www.uup.org/history/index.shtml</a>;\nThe Oxford Companion to Irish History, ed. S.J. Connolly (Oxford University Press, 2002).",737,392
415,Public Record Office of Northern Ireland (PRONI),,,+44 (0)28 8676 2225,,,"Solicitors, 26 Fairhill Rd., Cookstown, Co. Tyrone",738,393
